ID,Name,Owner Address,Time of Birth,XP,DNA,Attributes,Price
11, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521489337,0,3e109d13169fd26710fa87fd8eb9048137d24fdb0349547794a2b916fed6a362,94d0f5beaef146b73000084cda52b7c32259e4c1fccc0ba962dd8d8e71272d7e,100000000
12, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521489356,0,689233561891e1ebedf409a93a36a81d99421038709a4992ee17a23c0ce7bb98,1f8b905ed4d79e4b11851a7a8284a1423ab3c2ac5abed09ac4fd1388b21f925b,100000000
13, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521489356,0,a38be0fd00608f6022c3bf09982efca9cb2c325b7b87480c05b133a81141f1cc,5be42dc13dcdf0dcdbac1887623534c60f81b49592e9bba1fc0e949979091ff1,100000000
14, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521489368,0,68533746a3c3b455572d239526b24c677995b9f1b03955a7822aad96652284e2,4ff2d4aacefc9e82ad78295f089434faabd171b9808f370ba75ab4f72be07a38,100000000
15, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521489384,0,7a7c235052789ced0df88bd29a623f7ae089d96c8057bf555368b1b564955531,a2789324679020d751cf463cb58cfedbb19a68137f160e92bef7dbf34fa26b8b,100000000
16, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521489520,0,50530c9c60d7773c153ceb02c15a70bf4c17e50655e24fa9bd1f98487918cb7a,1f3059baed71faffa9ddae3299ffe50d7a3dc0581e20a4232ed3c0c4b382c5b8,10000000
17, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521489677,0,0ef3d20cf3921278736dd33963696ca8fb3233b2e94b7e4a9c7ac3dd6a0aaac7,f581acffe08b23e3d7bfc8d3b3d4129a2603bc2e5eaedbe4e31823ac99443617,10000000
18, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521490282,0,3f193a851a83b0fba3379aeeb63716b0c4e33e6503e7e97992e9349405c3d584,f27f87eb2e4b0048196ba16c2211df5a729347c76093d75f09e2b4715fc15897,10000000
19, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521490289,0,ec1896520426a3f1a1970b78d97a8522450462330475cbd2254329c79bdb65be,b939c7104a3e949a07ce40bb47e4cef86629316293b87f3e5ad7a214f18bb38a,10000000
20, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,0,0,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,100000000
21, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521490673,0,737688de796e0190e684bd1656a44339accd5c163dcc889d3ee6ba1d69b86405,a59771788af9260938b0e0d6d05473ff80be1dbf50bda845deb736b450793f96,1000000
22, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521490998,0,779623fed7ed0402d1b3cc5ce694a83835a7048ebfffc1cab1f2b1a3adcc1218,b003ed84ce9e93dcd2b3f197e1cf08c2ad72d84717f3fbc13d8787d0945df082,1000000
23, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521491022,0,b69ea42e145612e6dc43ff871cde55252d3d1ef4b141df740c02c4096e9d99dc,558713a1396b0cdd3b928c7171f7c78b10624b4854b30920b545c9907abcc0d1,1000000
24, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521491022,0,920c89492c714c138fab08e3207096adadc6927a22bd6f55c250f5eac0a3f155,558b28133fa29aff1b6309bcfffb5b34201a45104b7e599397dc32f239d7f281,1000000
25, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521491022,0,1a73084f45f7e075e34619f67dc38d79b0c8cb3053d30d5d3edf6b9cd2c5c501,121fc12d6163d5f9f42d55f70a1c01cc91dabed8ad4a54b082170e190b59cd07,1000000
26, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521491022,0,4e27f5fda58c6abf0a6833eaa70f38e219212bce1f3450aa7129ccdffbac4582,2ea661b57c88e00e8d225c7de3e669ef9e41ed4e42ca25e6a36cce5c21b8b40b,1000000
27, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521492210,0,655b4dca9b1813a339d5ba0c3204f49b17fcb18f69db5708f4f611e41a0fc9de,8236c5c9dd98dd7cb4417aabb56b814981bef3c6d80a7b546a04c2480719b6cf,1000000
28, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521492240,0,195e87556641ba187ef83175c8549161c4835f85a99cd94cca058c843990da90,ba89b1f6dc5d24302ca9a68da102c24cea7c245130579742aa16354f2c3408a3,1000000
29, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521492240,0,ab80294dc9900c1887ff2bd1823ea0b6ff4b65054017084cde1e24d03739d18a,9348361a0b234e68b5592682794c196454b0f61026f06bbd568e96ba813b1623,1000000
30, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,0,0,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1000000
31, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521492360,0,1b930701a4c98a1fd4f4b166478302944eeb167170fa4f881bff0287b1b88889,e399e59cb1f0a3bd109211cd8f563f8b6fb4744e73c5750603d041e1d2896c7e,1000000
32, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521492360,0,f5dfb193921f6f9677fbf5519433484bae4069277dbc95653cc0d49dd78db1bc,4765c1ee916fff13bbf994d311e1aefc378de790ac39597c4b81ee35b262ed80,1000000
33, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521492360,0,29c22238001d9f16354902a3eba670eccf442334149afe8aab4e5600e617c248,d824c87746ed79e1f4c43990fe3841aad3626a289311cf186ad1a10207ce2a63,1000000
34, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521492362,0,28bb447347bcf368b2f22b41e8702ab511732f5b5be8ce9000ad52da1303e5be,67a537ec909e436e49f762d90d7fd4563f9a7976eaa26f3f482a12f81f9534b5,1000000
35, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521492362,0,dcecec13749e86f659c02448efc9d51af5e785bf907340a9c829f94a1dea47ed,691b59ff73ae07b2621e82825d75e652e71d943bafdd40d90ce058266bb30cf5,1000000
36, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521492416,0,f6f3e0aecf9de02aea2922fe6844950b90e13a22012741d0b22526b0a8712270,c350d8f373f7cff018b1f913f8ff67f28312fd61d816bca72d0381a7ba2d24c2,1000000
37, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521492450,0,84e147ddb133985edd7c4e2bfaa5cee174a4b16d66018991443ae659ab33e1d4,bb8927cdeec23afefa02c9b87ee67879f7a32b07022c96a429269d05856b6c3c,1000000
38, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521492469,0,01b85b7a1c2e7ff0ec2eeb16d35f5fbeb82592c74a7833a17722b293b5a02ea2,90345d747891ba4f7636d4fe629e2d969fcfa4dc2bcc825e7678a139ae4d1a7c,1000000
39, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521492615,0,aaad3d05bf72deeb9608c57799d4eae94bcae8b3db06bc031a7657deeebbc946,fe956b14af1256a638479cd72def895261e2fe50472b81d15cfe41b02bc34013,1000000
40, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,0,0,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1000000
41, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521492776,0,fbea41df6c629eb8351b477852f9ce7fabfba0ea14f256550a5306af588d58f0,f0030b0082c344f47cfcaa4dc9126dc51edcf58876e1c3a34f956a97607d7f9c,1000000
42, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521492776,0,a2df490af7ceed18470614d49b8c8f24647374c0850884551f4b5eb300c6bea9,3650089ecfed1822651c89b68c43098a9b3458021eae60b7dab25812757fbf7f,1000000
43, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521493088,0,4ea454a530a18de1637a2229e708e26a0d4fcdd917c44531062faea04538288e,731c6957f278f9d2c5677cc97e2a77dc3c1dc938dbc687abe415026f12eed3b8,1000000
44, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521493110,0,614717ba5754c58c6a3ee4c505e92ec8a36de011394caa57231033f6580c7003,31c8ac299e93b63a597bb14c57aae279c16df59657bfd5d409f98f464feb6586,1000000
45, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521493113,0,9b06fb762336609a8f8c4bc575cc7d766065cf55e8220153fc2f8b23a2350b08,5d91e9ca51324df424a9b48b9c6df7ba4019d07fadb0618ab22668d5a84b5a14,1000000
46, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521493130,0,f9236faefafeb3e7a7d8cba742461662acc1cc739463cf9c1f3c6268d6dcb938,73b448d2c9f396ec49dae8d5fba49248f2acae7e10ff587af29396f578ea6ca0,1000000
47, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521493130,0,8e439b39c2261997c943304a57fe64d806d80d5bb541cbbf38ecb27fb433d8c2,8654e867f72cd24b3b11f16f53869ed84a187b2d2fced5e19d053b81448baa5b,1000000
48, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521493130,0,d4856969ae10b3f88d5883e0cff7352837992d2eb1cd278fae5ac102fd108970,43df8b40601b340719af6293fa46eed3ff15b42bd592e62f2758205ff3c5a5aa,1000000
49, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521493170,0,a1505d460ff8bdf6d35f69e6e9c4411ce3240b892d4a6073ffde0bad7353c879,6816523e5037e63342702e4b6e5758cf237a8794b5504725cde2baa3ecc47b32,1000000
50, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,0,0,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1000000
51, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521493327,0,49d4e8054c340e276375e55dde4b33ec332874a2f5b36290718d18a17ec8036f,707a1c4962c2f1130e22046ec77707424f063233ef69a312f51d1ec7a2d0bf2d,1000000
52, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521493327,0,d33328faed3be2a511f8ee034055b219d2b14130f9235934e34a73627e0e1e61,502eb835d79c1ee4080d70094d0f3824146b379f7ae327df62c1eae2b7b34440,1000000
53, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521493462,0,ce7a6022160808c6c1f08fcd5a2e30892986449b9bc9682cb859641c4e2ae00b,29b96d069a1e1fc7385bc5a866da3aefe5bd185d3391138daaf560e8a444b32f,1000000
54, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521493470,0,25725c77b4623619c8b4832ef2e44b3192090ec49761917a8cf706f761cdc7c8,d3f3fbeb4ded63de3cac0ef1e45f767c9a20e56efdb9a607f38e44e90bba8101,1000000
55, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521493470,0,b193a56381aa41fc581bbe9e7759183fe853b590c61531cdfb5b123458444740,890552278334a8986b1e0e2081253757a6704315fae5aa2945a4139d2b6a1ace,1000000
56, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521493470,0,21172333a7c48ffe1c15d4379b213b11d71e8f09a3a116933dd0b91e51940ca9,077a1fba19fa114a78779e288ffe446d0fcb86708ac6c18e17165c88e5784c16,1000000
57, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521493470,0,18546b1259e63ad47c54b1b9505931c937ea5a9ca0d08fb2cab4b6a5de4ff34a,1200e79bf161b8eda01d573161fb5281f4dd81b2a6937cbf466ff75955d2aac3,1000000
58, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521493919,0,c852e4eacd383f6b0473157a0beffada7dfb55b2332718ca7437d8f6385dd37d,c583c97ca21d3166378c62ce64f6b22ef63d5bbe06bffc039116c69f6f59026d,1000000
59, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521493936,0,f688421fa38443ce52e4caf8a7f92d8edf414ffa347ad3cd16bca268c425e492,4a8efd36e12b90215583bdf708094e91084d6cf32be130e977222b291dc181ba,1000000
60, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,0,0,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1000000
61, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521494191,0,d9613f7641156dc70c737222efe2175668f6ee5c7b5ba6db9214b3911ef5476e,f3b2400c48c24683c8024d003cf4459bd261ec6cbdf5960561a25318aa2d8675,1000000
62, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521494191,0,5f0e53b0b247cac0cbb1f1fb2ec3736fe9a9e28245da3a3bf5ed933cab2baece,fd9d88f03bb7166315223edd8d131b0cc3aa3116f38acd4329a86804f33af7cb,1000000
63, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521494191,0,b5de9c82c4506f4ae31c74699b1e3104087e931a739aed01fc97f8ebf052dd9c,3b6012f620cf438883e0aba37355e4ff6ad271d77019e4fb8585e9ff4f5d6d1f,1000000
64, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521494191,0,ece88e00820afc9c4ac7585119bfaa000f747062ff61b3b63c93a01e34c288b9,9c93a34633e646660f2a7f1bd9ef3c6be6c3e303337601b6b0c54af9b18efd41,1000000
65, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521494191,0,670760e129eaba891649307476773b9746bca610e9f4b873aedec3c060de06a8,9b3f80fbb4dcf4f7c747faa287dc0324d67bd8c499c01d05f96668b434ff054e,1000000
66, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521494623,0,1f80706980fbd7277a95edc32dacbd3f97e91b3c52edca1805f7051eff48e276,88ef1f513b125d573204936f6498875948ac0511be4e76eb549b9660f2513ed6,1000000
67, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521494623,0,8c415084fc5d1cc1b86080ddf136c6337998082e2b5b7f77cdf67c639e11025c,5d41303ce0cb74e45505c1ad13c0ad2589162848796cc51d264c8bc47a873f17,1000000
68, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521494623,0,660faf7e3d3feb2a49aad67e14d39edf4aceb36989af68e0f6f9a9d9e39d03c7,c5ee9ee94b962e0875ad1a0cd581833e0c78c505d6653f810807dd2f26f2f117,1000000
69, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,0,0,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,10000000
70, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,0,0,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,10000000
71, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521495247,0,1e800c85f23e1d7cb174dfaed5d519932bc47b54537b7adf37932422d4c1e2ae,7d61d4abdc97e537c8566dcec546bc17913b5ab21cc8d493ef0d99ce0b39c162,10000000
72, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521495309,0,8bc8920e10b9b763095dc56a036322b8981b45aa89663f9d1ab4cabc989b843c,172745a87854ec760bbe28809acfe2a016409092232cacd9497b9a017076107e,10000000
73, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521495309,0,e95e7980a5019619e5ba88e8fc760dd6082e78de388a7125bd8e25a320829aa4,3e42a39e10e85800eb8e1e5a8db61df10ec2fbf35151a0f2ab47e027d3d7c867,10000000
74, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521495309,0,c166711169d7edd0443084bd5645aad61ff4815242f3e63e8a5ccccd751af807,fa79ee3f63d71f32d88678822e041cc547cc9cd15ea8c74140df19dfb971d185,10000000
75, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521495309,0,2e2a45c94f40fe1f7379b1942357a9b58045ff588729ce59a9dfd7ae5c76f3a8,5b4e38981867180659f58e0a00998c38176d7b53366973c631c4627760fde232,10000000
76, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521495396,0,2e96fab28aae306b636d56766f19e64387bc09589a6c339749d8d2e4b7d57add,9857acbfa9f342d2b29de42d3a42b3f4aeee3ca8dcd55935a70e894c248f12f1,10000000
77, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521495396,0,75e06bbb112b29ef08df51a5e010786c726a9c860fe89010fbe9d308acafac73,e839c804728d2f4873ee0303e52f0a04c768fbbcc7b7b1bb612fe68637b4a162,10000000
78, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521495434,0,d31683dc0b2a2f7eb4b969cb828bbd9598500760de990979442937e85fe2c75a,1ecd7bd19e81773276dcca3f582776e83bcddeb9414baec739e495d41b33d61f,10000000
79, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521495449,0,158dc6f81bf5dd9d582ab39b2ed13af25d8da68a3a21522539ea1a42b19e2b03,e1fb63198e47bc960e952413263678bd1b7d9b6faf4a66bb2114a587520dc4b2,10000000
80, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,0,0,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1000000
81, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521496399,0,dccb9fd9bc20ddb4ef4d32c1b2919ccc7cb716c38ad86321d55bf903b7413b43,dc7cfe643fdcf9f0ac3d65eff60ccdfbdafb4eaffa140f11f66c2668817f1326,1000000
82, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521496459,0,fb4655ed8633adaf53a482d347596fb3e39f0f4e81b415e11e924cbc556335a1,2ab5efe3268ee3e498233c8629c0b4423d420c4843253f4acfc59e07f749d4a6,1000000
83, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521496479,0,34cd2bbe58eef4ffd64368e9b0bf4ef0c55f19204b27c96b7d8154000dd91a69,b37441729461b4b67f433d35e8a11f3d26077118710134378c9f3012ee439906,1000000
84, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521496490,0,d501304d1a5bd5929f9e6eade6e96dc69ec89ca65f496f707a80ef3c83ba36bd,dd9810399afa73006ecec86e0178c2bee92121dc6404f8a7772e3f58d9965668,1000000
85, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521496490,0,3312a9d7b469384ff6eae5957f26deff584c0e7fc86b5e8db58ece6d0a5c3701,158cda68b44c8857579c780a72ece766255a47b1c1c687f0cfdae813616e43f3,1000000
86, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521496630,0,6a323667976fc9e8f2789d6ef443d44fdce7a5ad2ac4fd289012300d547f9eb5,fcf28d94e7c93c77f852b62e483c67c83edb26bdd055d339291ab4f18e192355,1000000
87, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521496636,0,008987c8073770b4b990c944f6d56a531b450a7941a3d2dca47511c060fc8c3e,32dff491233b7c502552782207a75b804727c81902a4dd439ce09730db40a343,1000000
88, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521496654,0,4f086b4e4c151d94100793f864fe7f21ce7cf75864b35f5a31889d2ae4852329,4b12d28c7edf9e4aa0e2e704bf58f7f157464169a5cb1e67317b885d93201e8e,1000000
89, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521496820,0,5e73b3cadbd239be7c6bd32fb9d2bd10eb970ce12c91c68936dcb53f7591968f,0af9f86c19764a4694d706fa7fce6f9c36cc8fd5b8156e755fcdcfd080cc454c,1000000
90, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,0,0,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1000000
91, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521496923,0,47d4bdbda8e1d932ab73945a9d6346f90386cb0a7340e3349b08b29e992f0f89,e262cae0e9f4708ff642eee8af0ea4c7cd5271fada6a93f2b8e887944df1ab46,1000000
92, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521496937,0,224b1162643c2231538888729a712f97b54829cafd8475344de9b0410c80df6e,84478da4476339981f8fe454dc68311aa2b9a983548f6f944bde4eff9f30540e,1000000
93, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521496937,0,6c8aaaad63140d49c7df76914c44c798035d433b45671669bda67b4d88f41a77,985444af41f8552501bcdb3cde12f9624f253f9ae5b5e44bb681457bd8277d44,1000000
94, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521497107,0,c1d1de606ca075fe7db2eaf7f9779251e5a1391e63f27a3871edad4e4d438184,d34f0ca889dc7fc476b6e19b73f6c5ff4d1cda19e51dcc5c52d51f458a7d3746,1000000
95, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521497127,0,e94e3fd722833077b3fd19f83eab40f1f1910718de4b9446ea155cb0073030b7,af7ca91d2bf5f895d09e7526f762381a677da88cd919986403a32a22c3272ef4,1000000
96, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521497127,0,e6dc4686d0e3b4ac13cf8b01e30acdf944b019d25e264771b07d137c05e1fc85,d2a68ee9dfda773c970903f328bc7e38aaba2c87a523da3dfc2786ca54743ebd,1000000
97, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521497127,0,5b0bda5cf7123729b134e1cce376e2751abf8a740b633f6d230ebf17605dbe04,33ef13797011f3f8c9623493e1c318faab0d0b3edefadb513f8ab3563fdb32d3,1000000
98, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,1521497243,0,8e5e07bc7b63a83701d762a59e7693418728ad9d5831e6d9ba8cf6c53cf43a83,72d6bc0deb3a2aa2806bba0b5e2472e1644abc781f72e9f6f3e0fd7edc138aec,1000000
99, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,0,0,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,10000000
100, ,0x9e0cad443a4c3cf4ddce1a16d67cba5eef14bc8f,0,0,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,10000000
101,Jiub,0x2fb80d6bb63f13eed2c1d5a01e2da1c0fe61082d,1521500041,0,166ed8ba4b08ebe479e0c8a677535610218e711ccadfa078d979c9d718c9709f,76f027d69ff8d217e21c10f34c015c772b6f94476ff7eebe369d40d138b75517,1000000
102, ,0x2e4ce67df515d354109ad52039630f4859017f88,1521500095,0,8b1ae801ab35ea97ce97f6a9aa834cb8b2c8629181483d49b93dca7f4ccad79e,5da678f9b78cdc83ca5c34db1e2413c1284ff2456a4680e056d97c8d812938ed,1000000
103, ,0x2fb80d6bb63f13eed2c1d5a01e2da1c0fe61082d,1521500095,0,5fa33a7c04c1422e35d4ae65e6ff4cf329c7231fb06b161a511a050a2c832777,9d45a2dbdf6386dcad6bcb2c62a0ba3d3890554a81c49facf9120150faa5f543,100000
104, ,0x2e4ce67df515d354109ad52039630f4859017f88,1521500141,0,2129f763fc63406f5638da41c9aec6636ff6abd97486d7b8d74c73b5f1ee4d7f,4e302520ef25070a0a76e581aebcd412cd293f17bd9a6f731f22a7b4b93236ea,1000000
105, ,0x2fb80d6bb63f13eed2c1d5a01e2da1c0fe61082d,1521500251,0,b2c415a5779099755bfd6968f230959e82346ee69f8d2544f707665448a5561c,c8a0cd501eab2a983e473cb2c483ee2fecd87c3eadac04691a9a110825f0941f,100000
106, ,0x2e4ce67df515d354109ad52039630f4859017f88,1521500306,0,969bce1fc9859e06f6f8da718e0ca7bb9de72c94fa9d25e86e10385fbd48e103,2b94a092837263648c6ea96802ecd7725cbda5f9d05dad9bc7b7d4c96a89d44e,1000000
107, ,0x2fb80d6bb63f13eed2c1d5a01e2da1c0fe61082d,1521500321,0,8dd102eaed3defe04d85ddd26de1a279d5f4cf75b59f383a8002cb1cf6e8c4d7,8bc393598a772a4cd050c29370d16277b77bc9cfd708808a57b94d0adfbc296f,100000
